_dt,location,trend,tweet_volume
2018-07-13T22:00:15.983Z,Greensboro,Joss Whedon,
2018-07-13T22:00:16.057Z,New York,Joss Whedon,
2018-07-13T22:00:16.183Z,Orlando,Joss Whedon,
2018-07-13T22:00:16.191Z,Pittsburgh,Joss Whedon,
2018-07-13T22:00:16.223Z,Tucson,Joss Whedon,
2018-07-13T22:00:16.252Z,Richmond,Joss Whedon,
2018-07-13T22:00:16.314Z,Albuquerque,Joss Whedon,
2018-07-13T22:00:16.329Z,Omaha,Joss Whedon,
2018-07-13T22:00:16.420Z,Portland,Joss Whedon,
2018-07-13T22:00:16.428Z,San Francisco,Joss Whedon,
2018-07-13T22:00:16.469Z,Philadelphia,Joss Whedon,
2018-07-13T22:00:16.475Z,Virginia Beach,Joss Whedon,
2018-07-13T22:00:16.524Z,Kansas City,Joss Whedon,
2018-07-13T22:00:16.553Z,El Paso,Joss Whedon,
2018-07-13T22:00:16.562Z,Providence,Joss Whedon,
2018-07-13T22:00:16.586Z,San Diego,Joss Whedon,
2018-07-13T22:00:16.644Z,Denver,Joss Whedon,
2018-07-13T22:00:16.765Z,Long Beach,Joss Whedon,
2018-07-13T22:00:16.769Z,Memphis,Joss Whedon,
2018-07-13T22:00:16.774Z,United States,Joss Whedon,
2018-07-13T22:00:16.789Z,Sacramento,Joss Whedon,
2018-07-13T22:00:16.803Z,Indianapolis,Joss Whedon,
2018-07-13T22:00:16.852Z,Charlotte,Joss Whedon,
2018-07-13T22:00:16.945Z,Salt Lake City,Joss Whedon,
2018-07-13T22:00:17.149Z,San Jose,Joss Whedon,
2018-07-13T22:00:17.312Z,Tallahassee,Joss Whedon,
2018-07-13T22:00:17.326Z,Los Angeles,Joss Whedon,
2018-07-13T22:00:17.334Z,Louisville,Joss Whedon,
2018-07-13T22:00:17.664Z,Washington,Joss Whedon,
2018-07-13T22:00:17.723Z,Baltimore,Joss Whedon,
2018-07-13T22:00:17.768Z,Austin,Joss Whedon,
2018-07-13T22:00:17.880Z,Cleveland,Joss Whedon,
2018-07-13T22:00:17.900Z,Mesa,Joss Whedon,
2018-07-13T22:00:18.011Z,New Haven,Joss Whedon,
2018-07-13T22:00:18.052Z,St. Louis,Joss Whedon,
2018-07-13T22:00:18.128Z,Raleigh,Joss Whedon,
2018-07-13T22:00:18.162Z,Las Vegas,Joss Whedon,
2018-07-13T22:00:18.206Z,Jackson,Joss Whedon,
2018-07-13T22:00:18.246Z,Norfolk,Joss Whedon,
2018-07-13T22:00:18.272Z,Milwaukee,Joss Whedon,
2018-07-13T22:00:18.288Z,Jacksonville,Joss Whedon,
2018-07-13T22:00:18.333Z,Fresno,Joss Whedon,
2018-07-13T22:00:18.419Z,Colorado Springs,Joss Whedon,
2018-07-13T22:00:18.438Z,San Antonio,Joss Whedon,
2018-07-13T22:00:18.973Z,Tampa,Joss Whedon,
2018-07-13T22:00:19.036Z,Seattle,Joss Whedon,
2018-07-13T23:00:12.284Z,Austin,Joss Whedon,
2018-07-13T23:00:12.336Z,Salt Lake City,Joss Whedon,
2018-07-13T23:00:12.647Z,Albuquerque,Joss Whedon,
2018-07-13T23:00:12.769Z,New York,Joss Whedon,
2018-07-13T23:00:12.777Z,San Diego,Joss Whedon,
2018-07-13T23:00:12.843Z,Cleveland,Joss Whedon,
2018-07-13T23:00:12.899Z,Richmond,Joss Whedon,
2018-07-13T23:00:12.914Z,Phoenix,Joss Whedon,
2018-07-13T23:00:12.952Z,Philadelphia,Joss Whedon,
2018-07-13T23:00:13.046Z,Indianapolis,Joss Whedon,
2018-07-13T23:00:13.189Z,Los Angeles,Joss Whedon,
2018-07-13T23:00:13.243Z,Pittsburgh,Joss Whedon,
2018-07-13T23:00:13.362Z,El Paso,Joss Whedon,
2018-07-13T23:00:13.590Z,Harrisburg,Joss Whedon,
2018-07-13T23:00:13.731Z,Norfolk,Joss Whedon,
2018-07-13T23:00:13.793Z,Raleigh,Joss Whedon,
2018-07-13T23:00:13.913Z,Seattle,Joss Whedon,
2018-07-13T23:00:13.996Z,San Jose,Joss Whedon,
2018-07-13T23:00:14.006Z,Nashville,Joss Whedon,
2018-07-13T23:00:14.031Z,Memphis,Joss Whedon,
2018-07-13T23:00:14.104Z,Louisville,Joss Whedon,
2018-07-13T23:00:14.110Z,Houston,Joss Whedon,
2018-07-13T23:00:14.184Z,Greensboro,Joss Whedon,
2018-07-13T23:00:14.199Z,Honolulu,Joss Whedon,
2018-07-13T23:00:14.220Z,Virginia Beach,Joss Whedon,
2018-07-13T23:00:14.255Z,Denver,Joss Whedon,
2018-07-13T23:00:14.275Z,Kansas City,Joss Whedon,
2018-07-13T23:00:14.307Z,San Antonio,Joss Whedon,
2018-07-13T23:00:14.339Z,Colorado Springs,Joss Whedon,
2018-07-13T23:00:14.410Z,Tallahassee,Joss Whedon,
2018-07-13T23:00:14.472Z,Jackson,Joss Whedon,
2018-07-13T23:00:14.514Z,Orlando,Joss Whedon,
2018-07-13T23:00:14.644Z,Detroit,Joss Whedon,
2018-07-13T23:00:14.658Z,Birmingham,Joss Whedon,
2018-07-13T23:00:14.730Z,Dallas-Ft. Worth,Joss Whedon,
2018-07-13T23:00:14.863Z,Boston,Joss Whedon,
2018-07-13T23:00:14.869Z,New Orleans,Joss Whedon,
2018-07-13T23:00:14.901Z,Jacksonville,Joss Whedon,
2018-07-13T23:00:14.976Z,Miami,Joss Whedon,
2018-07-13T23:00:15.013Z,Oklahoma City,Joss Whedon,
2018-07-13T23:00:15.075Z,Cincinnati,Joss Whedon,
2018-07-13T23:00:15.216Z,Omaha,Joss Whedon,
2018-07-13T23:00:15.218Z,Mesa,Joss Whedon,
2018-07-13T23:00:15.231Z,Columbus,Joss Whedon,
2018-07-13T23:00:15.408Z,Las Vegas,Joss Whedon,
2018-07-13T23:00:15.419Z,Long Beach,Joss Whedon,
2018-07-13T23:00:15.450Z,Fresno,Joss Whedon,
2018-07-13T23:00:15.554Z,Washington,Joss Whedon,
2018-07-13T23:00:15.724Z,Minneapolis,Joss Whedon,
2018-07-13T23:00:15.846Z,Chicago,Joss Whedon,
2018-07-13T23:00:15.878Z,Baton Rouge,Joss Whedon,
2018-07-13T23:00:16.011Z,Providence,Joss Whedon,
2018-07-13T23:00:16.148Z,United States,Joss Whedon,
2018-07-13T23:00:16.162Z,Atlanta,Joss Whedon,
2018-07-13T23:00:16.296Z,Baltimore,Joss Whedon,
2018-07-13T23:00:16.308Z,Charlotte,Joss Whedon,
2018-07-13T23:00:16.472Z,Milwaukee,Joss Whedon,
2018-07-13T23:00:16.567Z,New Haven,Joss Whedon,
2018-07-13T23:00:16.824Z,Portland,Joss Whedon,
2018-07-13T23:00:16.944Z,Tampa,Joss Whedon,
2018-07-13T23:00:16.966Z,San Francisco,Joss Whedon,
2018-07-13T23:00:17.090Z,Sacramento,Joss Whedon,
2018-07-13T23:00:17.166Z,Tucson,Joss Whedon,
2018-07-13T23:00:17.264Z,St. Louis,Joss Whedon,
2018-07-14T00:00:13.165Z,St. Louis,Joss Whedon,
2018-07-14T00:00:13.314Z,Houston,Joss Whedon,
2018-07-14T00:00:13.369Z,New York,Joss Whedon,
2018-07-14T00:00:13.411Z,Minneapolis,Joss Whedon,
2018-07-14T00:00:13.468Z,Denver,Joss Whedon,
2018-07-14T00:00:13.518Z,Phoenix,Joss Whedon,
2018-07-14T00:00:13.585Z,Detroit,Joss Whedon,
2018-07-14T00:00:13.647Z,Birmingham,Joss Whedon,
2018-07-14T00:00:13.739Z,Baltimore,Joss Whedon,
2018-07-14T00:00:13.905Z,Austin,Joss Whedon,
2018-07-14T00:00:13.928Z,Chicago,Joss Whedon,
2018-07-14T00:00:14.009Z,Memphis,Joss Whedon,
2018-07-14T00:00:14.124Z,Virginia Beach,Joss Whedon,
2018-07-14T00:00:14.140Z,Cincinnati,Joss Whedon,
2018-07-14T00:00:14.181Z,Charlotte,Joss Whedon,
2018-07-14T00:00:14.197Z,San Jose,Joss Whedon,
2018-07-14T00:00:14.325Z,Norfolk,Joss Whedon,
2018-07-14T00:00:14.331Z,Mesa,Joss Whedon,
2018-07-14T00:00:14.341Z,San Antonio,Joss Whedon,
2018-07-14T00:00:14.382Z,Harrisburg,Joss Whedon,
2018-07-14T00:00:14.418Z,Oklahoma City,Joss Whedon,
2018-07-14T00:00:14.486Z,Indianapolis,Joss Whedon,
2018-07-14T00:00:14.500Z,Seattle,Joss Whedon,
2018-07-14T00:00:14.539Z,Nashville,Joss Whedon,
2018-07-14T00:00:14.558Z,Cleveland,Joss Whedon,
2018-07-14T00:00:14.559Z,Orlando,Joss Whedon,
2018-07-14T00:00:14.575Z,Jackson,Joss Whedon,
2018-07-14T00:00:14.599Z,Pittsburgh,Joss Whedon,
2018-07-14T00:00:14.615Z,Baton Rouge,Joss Whedon,
2018-07-14T00:00:14.633Z,Tallahassee,Joss Whedon,
2018-07-14T00:00:14.656Z,Los Angeles,Joss Whedon,
2018-07-14T00:00:14.703Z,Long Beach,Joss Whedon,
2018-07-14T00:00:14.726Z,Louisville,Joss Whedon,
2018-07-14T00:00:14.747Z,Fresno,Joss Whedon,
2018-07-14T00:00:14.769Z,Honolulu,Joss Whedon,
2018-07-14T00:00:14.771Z,Dallas-Ft. Worth,Joss Whedon,
2018-07-14T00:00:14.853Z,Miami,Joss Whedon,
2018-07-14T00:00:14.907Z,El Paso,Joss Whedon,
2018-07-14T00:00:14.946Z,Raleigh,Joss Whedon,
2018-07-14T00:00:14.992Z,Colorado Springs,Joss Whedon,
2018-07-14T00:00:14.995Z,Atlanta,Joss Whedon,
2018-07-14T00:00:15.017Z,Tucson,Joss Whedon,
2018-07-14T00:00:15.030Z,Portland,Joss Whedon,
2018-07-14T00:00:15.064Z,Boston,Joss Whedon,
2018-07-14T00:00:15.068Z,Greensboro,Joss Whedon,
2018-07-14T00:00:15.102Z,Richmond,Joss Whedon,
2018-07-14T00:00:15.106Z,Sacramento,Joss Whedon,
2018-07-14T00:00:15.158Z,Philadelphia,Joss Whedon,
2018-07-14T00:00:15.163Z,Milwaukee,Joss Whedon,
2018-07-14T00:00:15.197Z,Washington,Joss Whedon,
2018-07-14T00:00:15.233Z,United States,Joss Whedon,
2018-07-14T00:00:15.247Z,Tampa,Joss Whedon,
2018-07-14T00:00:15.277Z,Jacksonville,Joss Whedon,
2018-07-14T00:00:15.280Z,San Francisco,Joss Whedon,
2018-07-14T00:00:15.306Z,Providence,Joss Whedon,
2018-07-14T00:00:15.330Z,Albuquerque,Joss Whedon,
2018-07-14T00:00:15.548Z,New Orleans,Joss Whedon,
2018-07-14T00:00:15.660Z,New Haven,Joss Whedon,
2018-07-14T00:00:15.815Z,San Diego,Joss Whedon,
2018-07-21T01:00:09.016Z,Minsk,Joss Whedon,
2018-07-21T01:00:09.294Z,Brest,Joss Whedon,
2018-07-21T01:00:09.756Z,Grodno,Joss Whedon,
2018-07-21T01:00:10.629Z,Ho Chi Minh City,Joss Whedon,
2018-07-21T01:00:10.872Z,Can Tho,Joss Whedon,
2018-07-21T01:00:12.085Z,Hai Phong,Joss Whedon,
2018-07-21T01:00:12.259Z,Da Nang,Joss Whedon,
2018-07-21T01:00:12.311Z,Hanoi,Joss Whedon,
2018-07-21T01:00:12.409Z,Gomel,Joss Whedon,
2018-07-21T01:00:13.714Z,Belarus,Joss Whedon,
2018-07-21T01:00:14.059Z,Puerto Rico,Joss Whedon,
2018-07-21T01:00:14.525Z,Vietnam,Joss Whedon,
2018-07-21T01:00:14.590Z,Bahrain,Joss Whedon,
2018-07-21T02:00:09.042Z,Gomel,Joss Whedon,
2018-07-21T02:00:09.473Z,Grodno,Joss Whedon,
2018-07-21T02:00:09.667Z,Da Nang,Joss Whedon,
2018-07-21T02:00:10.033Z,Can Tho,Joss Whedon,
2018-07-21T02:00:10.240Z,Ho Chi Minh City,Joss Whedon,
2018-07-21T02:00:10.546Z,Brest,Joss Whedon,
2018-07-21T02:00:10.934Z,Minsk,Joss Whedon,
2018-07-21T02:00:11.709Z,Hai Phong,Joss Whedon,
2018-07-21T02:00:12.298Z,Hanoi,Joss Whedon,
2018-07-21T02:00:13.115Z,Vietnam,Joss Whedon,
2018-07-21T02:00:13.253Z,Belarus,Joss Whedon,
2018-07-21T02:00:13.556Z,Bahrain,Joss Whedon,
2018-07-21T02:00:15.112Z,Puerto Rico,Joss Whedon,
2018-07-21T04:00:09.638Z,Minsk,Joss Whedon,
2018-07-21T04:00:09.823Z,Brest,Joss Whedon,
2018-07-21T04:00:10.125Z,Ho Chi Minh City,Joss Whedon,
2018-07-21T04:00:11.091Z,Riga,Joss Whedon,
2018-07-21T04:00:11.238Z,Grodno,Joss Whedon,
2018-07-21T04:00:11.276Z,Gomel,Joss Whedon,
2018-07-21T04:00:11.545Z,Hanoi,Joss Whedon,
2018-07-21T04:00:12.010Z,Bahrain,Joss Whedon,
2018-07-21T04:00:12.132Z,Can Tho,Joss Whedon,
2018-07-21T04:00:12.528Z,Belarus,Joss Whedon,
2018-07-21T04:00:12.877Z,Puerto Rico,Joss Whedon,
2018-07-21T04:00:12.940Z,Hai Phong,Joss Whedon,
2018-07-21T04:00:12.948Z,Latvia,Joss Whedon,
2018-07-21T04:00:13.095Z,Vietnam,Joss Whedon,
2018-07-21T04:00:13.221Z,Da Nang,Joss Whedon,
2018-07-21T16:00:07.586Z,Strasbourg,Joss Whedon,11786
2018-07-21T16:00:07.610Z,Toulouse,Joss Whedon,11786
2018-07-21T16:00:07.751Z,Rennes,Joss Whedon,11786
2018-07-21T16:00:07.848Z,Bordeaux,Joss Whedon,11824
2018-07-21T16:00:08.780Z,Nantes,Joss Whedon,11824
2018-07-21T16:00:08.895Z,Montpellier,Joss Whedon,11786
2018-07-21T16:00:09.020Z,Lille,Joss Whedon,11786
2018-07-21T16:00:09.528Z,Lyon,Joss Whedon,11786
2018-07-21T16:00:10.100Z,Marseille,Joss Whedon,11786
2018-07-21T16:00:11.628Z,Paris,Joss Whedon,11786
2018-07-21T16:00:13.139Z,France,Joss Whedon,11786
2018-07-21T17:00:08.929Z,Bordeaux,Joss Whedon,12221
2018-07-21T17:00:09.284Z,Lyon,Joss Whedon,12257
2018-07-21T17:00:09.521Z,Montpellier,Joss Whedon,12257
2018-07-21T17:00:09.625Z,Marseille,Joss Whedon,12221
2018-07-21T17:00:10.021Z,Toulouse,Joss Whedon,12221
2018-07-21T17:00:10.197Z,Strasbourg,Joss Whedon,12221
2018-07-21T17:00:10.568Z,Lille,Joss Whedon,12221
2018-07-21T17:00:11.925Z,Paris,Joss Whedon,12257
2018-07-21T17:00:12.235Z,Rennes,Joss Whedon,12221
2018-07-21T17:00:12.985Z,Nantes,Joss Whedon,12221
2018-07-21T17:00:14.213Z,France,Joss Whedon,12257
2018-07-21T18:00:08.239Z,Rennes,Joss Whedon,12595
2018-07-21T18:00:09.224Z,Nantes,Joss Whedon,12560
2018-07-21T18:00:09.423Z,Marseille,Joss Whedon,12595
2018-07-21T18:00:09.660Z,Toulouse,Joss Whedon,12560
2018-07-21T18:00:09.912Z,Montpellier,Joss Whedon,12560
2018-07-21T18:00:10.865Z,Lille,Joss Whedon,12560
2018-07-21T18:00:11.239Z,Bordeaux,Joss Whedon,12595
2018-07-21T18:00:11.473Z,Lyon,Joss Whedon,12560
2018-07-21T18:00:12.063Z,Strasbourg,Joss Whedon,12560
2018-07-21T18:00:12.673Z,Paris,Joss Whedon,12560
2018-07-21T18:00:15.063Z,France,Joss Whedon,12560
2018-07-21T19:00:07.706Z,Montpellier,Joss Whedon,12755
2018-07-21T19:00:08.900Z,Strasbourg,Joss Whedon,12755
2018-07-21T19:00:10.592Z,Nantes,Joss Whedon,12755
2018-07-21T19:00:10.804Z,Toulouse,Joss Whedon,12755
2018-07-21T19:00:10.865Z,Marseille,Joss Whedon,12755
2018-07-21T19:00:11.115Z,Rennes,Joss Whedon,12755
2018-07-21T19:00:11.400Z,Paris,Joss Whedon,12780
2018-07-21T19:00:11.797Z,Lyon,Joss Whedon,12755
2018-07-21T19:00:12.091Z,Lille,Joss Whedon,12780
2018-07-21T19:00:13.172Z,Bordeaux,Joss Whedon,12755
2018-07-21T19:00:14.857Z,France,Joss Whedon,12780
2020-03-04T01:00:17Z,Sheffield,Joss Whedon,
2020-03-04T01:00:20Z,Derby,Joss Whedon,
2020-03-04T01:00:20Z,Bristol,Joss Whedon,
2020-03-04T01:00:21Z,Hull,Joss Whedon,
2020-03-04T01:00:21Z,Leeds,Joss Whedon,
2020-03-04T01:00:21Z,Glasgow,Joss Whedon,
2020-03-04T01:00:21Z,Leicester,Joss Whedon,
2020-03-04T01:00:21Z,Liverpool,Joss Whedon,
2020-03-04T01:00:21Z,Newcastle,Joss Whedon,
2020-03-04T01:00:22Z,Blackpool,Joss Whedon,
2020-03-04T01:00:22Z,Middlesbrough,Joss Whedon,
2020-03-04T01:00:58Z,Swansea,Joss Whedon,
2020-03-04T01:00:58Z,Plymouth,Joss Whedon,
2020-03-04T01:01:01Z,Edinburgh,Joss Whedon,
2020-03-04T01:01:23Z,Manchester,Joss Whedon,
2020-03-04T01:01:28Z,Preston,Joss Whedon,
2020-03-04T01:01:28Z,Nottingham,Joss Whedon,
2020-03-04T01:01:45Z,Brighton,Joss Whedon,
2020-03-04T01:01:45Z,Coventry,Joss Whedon,
2020-03-04T01:01:54Z,United Kingdom,Joss Whedon,
2020-03-04T01:03:27Z,London,Joss Whedon,
2020-03-04T02:00:42Z,Birmingham,Joss Whedon,
2020-03-04T02:00:43Z,Blackpool,Joss Whedon,
2020-03-04T02:00:43Z,Liverpool,Joss Whedon,
2020-03-04T02:00:44Z,Plymouth,Joss Whedon,
2020-03-04T02:00:58Z,Glasgow,Joss Whedon,
2020-03-04T02:00:59Z,Derby,Joss Whedon,
2020-03-04T02:01:00Z,United Kingdom,Joss Whedon,
2020-03-04T02:01:03Z,Preston,Joss Whedon,
2020-03-04T02:01:03Z,Swansea,Joss Whedon,
2020-03-04T02:01:03Z,Brighton,Joss Whedon,
2020-03-04T02:01:03Z,Bournemouth,Joss Whedon,
2020-03-04T02:01:04Z,Leicester,Joss Whedon,
2020-03-04T02:01:15Z,Belfast,Joss Whedon,
2020-03-04T02:01:16Z,Nottingham,Joss Whedon,
2020-03-04T02:01:17Z,Sheffield,Joss Whedon,
2020-03-04T02:01:17Z,Middlesbrough,Joss Whedon,
2020-03-04T02:01:56Z,Hull,Joss Whedon,
2020-03-04T02:01:56Z,Bristol,Joss Whedon,
2020-03-04T02:01:56Z,Cardiff,Joss Whedon,
2020-03-04T02:01:56Z,Coventry,Joss Whedon,
2020-03-04T02:01:56Z,Edinburgh,Joss Whedon,
2020-03-04T02:01:56Z,Newcastle,Joss Whedon,
2020-03-04T02:01:56Z,Manchester,Joss Whedon,
2020-03-04T02:01:56Z,Stoke-on-Trent,Joss Whedon,
2020-03-04T02:01:57Z,Leeds,Joss Whedon,
2020-03-04T02:01:57Z,Portsmouth,Joss Whedon,
2020-03-04T02:02:25Z,London,Joss Whedon,
2020-03-04T03:00:07Z,Leeds,Joss Whedon,
2020-03-04T03:00:07Z,Leicester,Joss Whedon,
2020-03-04T03:00:07Z,Sheffield,Joss Whedon,
2020-03-04T03:00:08Z,Cardiff,Joss Whedon,
2020-03-04T03:00:08Z,Glasgow,Joss Whedon,
2020-03-04T03:00:08Z,Swansea,Joss Whedon,
2020-03-04T03:00:08Z,Brighton,Joss Whedon,
2020-03-04T03:00:08Z,Birmingham,Joss Whedon,
2020-03-04T03:00:08Z,Bournemouth,Joss Whedon,
2020-03-04T03:00:08Z,Middlesbrough,Joss Whedon,
2020-03-04T03:00:23Z,London,Joss Whedon,
2020-03-04T03:00:23Z,Liverpool,Joss Whedon,
2020-03-04T03:00:23Z,Newcastle,Joss Whedon,
2020-03-04T03:00:23Z,Manchester,Joss Whedon,
2020-03-04T03:00:24Z,Derby,Joss Whedon,
2020-03-04T03:00:24Z,Belfast,Joss Whedon,
2020-03-04T03:00:24Z,Bristol,Joss Whedon,
2020-03-04T03:00:24Z,Plymouth,Joss Whedon,
2020-03-04T03:00:25Z,Coventry,Joss Whedon,
2020-03-04T03:00:25Z,Portsmouth,Joss Whedon,
2020-03-04T03:00:25Z,Stoke-on-Trent,Joss Whedon,
2020-03-04T03:00:26Z,Preston,Joss Whedon,
2020-03-04T03:00:33Z,Nottingham,Joss Whedon,
2020-03-04T03:00:48Z,Blackpool,Joss Whedon,
2020-03-04T03:00:50Z,Hull,Joss Whedon,
2020-03-04T03:00:50Z,Edinburgh,Joss Whedon,
2020-03-04T03:02:26Z,United Kingdom,Joss Whedon,
2020-03-04T04:00:18Z,Plymouth,Joss Whedon,
2020-03-04T04:00:19Z,Stoke-on-Trent,Joss Whedon,
2020-03-04T04:00:22Z,United Kingdom,Joss Whedon,
2020-03-04T04:00:35Z,Preston,Joss Whedon,
2020-03-04T04:00:48Z,Derby,Joss Whedon,
2020-03-04T04:00:48Z,Glasgow,Joss Whedon,
2020-03-04T04:00:48Z,Swansea,Joss Whedon,
2020-03-04T04:00:48Z,Leicester,Joss Whedon,
2020-03-04T04:00:48Z,Sheffield,Joss Whedon,
2020-03-04T04:00:48Z,Nottingham,Joss Whedon,
2020-03-04T04:00:48Z,Middlesbrough,Joss Whedon,
2020-03-04T04:00:49Z,Edinburgh,Joss Whedon,
2020-03-04T04:01:03Z,Leeds,Joss Whedon,
2020-03-04T04:01:03Z,London,Joss Whedon,
2020-03-04T04:01:03Z,Liverpool,Joss Whedon,
2020-03-04T04:01:03Z,Manchester,Joss Whedon,
2020-03-04T04:01:03Z,Portsmouth,Joss Whedon,
2020-03-04T04:01:33Z,Belfast,Joss Whedon,
2020-03-04T04:01:33Z,Cardiff,Joss Whedon,
2020-03-04T04:01:33Z,Coventry,Joss Whedon,
2020-03-04T04:01:33Z,Blackpool,Joss Whedon,
2020-03-04T04:01:33Z,Birmingham,Joss Whedon,
2020-03-04T04:01:34Z,Bournemouth,Joss Whedon,
2020-03-04T04:01:35Z,Hull,Joss Whedon,
2020-03-04T04:01:35Z,Bristol,Joss Whedon,
2020-03-04T04:01:35Z,Newcastle,Joss Whedon,
2020-03-04T04:02:13Z,Brighton,Joss Whedon,
2020-05-20T19:00:22Z,Porto Alegre,Joss Whedon,
2020-05-20T19:00:23Z,Manaus,Joss Whedon,
2020-05-20T19:00:24Z,São Paulo,Joss Whedon,
2020-05-20T19:00:25Z,São Luís,Joss Whedon,
2020-05-20T19:00:26Z,Fortaleza,Joss Whedon,
2020-05-20T19:00:32Z,Rio de Janeiro,Joss Whedon,
2020-05-20T19:00:33Z,Brazil,Joss Whedon,
2020-05-20T19:00:57Z,Derby,Joss Whedon,
2020-05-20T19:00:57Z,Nottingham,Joss Whedon,
2020-05-20T19:00:58Z,Belém,Joss Whedon,
2020-05-20T19:00:58Z,Bristol,Joss Whedon,
2020-05-20T19:00:58Z,Swansea,Joss Whedon,
2020-05-20T19:00:58Z,Blackpool,Joss Whedon,
2020-05-20T19:00:58Z,Sheffield,Joss Whedon,
2020-05-20T19:00:58Z,Manchester,Joss Whedon,
2020-05-20T19:00:58Z,Middlesbrough,Joss Whedon,
2020-05-20T19:00:59Z,London,Joss Whedon,
2020-05-20T19:00:59Z,Belfast,Joss Whedon,
2020-05-20T19:00:59Z,Campinas,Joss Whedon,
2020-05-20T19:00:59Z,Coventry,Joss Whedon,
2020-05-20T19:00:59Z,Goiânia,Joss Whedon,
2020-05-20T19:00:59Z,Guarulhos,Joss Whedon,
2020-05-20T19:00:59Z,Newcastle,Joss Whedon,
2020-05-20T19:00:59Z,Stoke-on-Trent,Joss Whedon,
2020-05-20T19:01:08Z,Leeds,Joss Whedon,
2020-05-20T19:01:08Z,Curitiba,Joss Whedon,
2020-05-20T19:01:09Z,Cardiff,Joss Whedon,
2020-05-20T19:01:18Z,Edinburgh,Joss Whedon,
2020-05-20T19:01:18Z,Bournemouth,Joss Whedon,
2020-05-20T19:01:19Z,Preston,Joss Whedon,
2020-05-20T19:01:19Z,Plymouth,Joss Whedon,
2020-05-20T19:01:22Z,Liverpool,Joss Whedon,
2020-05-20T19:01:23Z,Recife,Joss Whedon,
2020-05-20T19:01:23Z,Salvador,Joss Whedon,
2020-05-20T19:01:23Z,Brasília,Joss Whedon,
2020-05-20T19:01:23Z,Belo Horizonte,Joss Whedon,
2020-05-20T19:01:26Z,United Kingdom,Joss Whedon,
2020-05-20T19:01:32Z,Glasgow,Joss Whedon,
2020-05-20T19:01:32Z,Brighton,Joss Whedon,
2020-05-20T19:01:33Z,Leicester,Joss Whedon,
2020-05-20T19:01:35Z,Cincinnati,Joss Whedon,
2020-05-20T19:02:19Z,Puerto Rico,Joss Whedon,
2020-05-20T19:02:28Z,Hull,Joss Whedon,
2020-05-20T19:02:58Z,Birmingham,Joss Whedon,
2020-05-20T19:02:58Z,Portsmouth,Joss Whedon,
2020-05-20T20:00:53Z,Coventry,Joss Whedon,
2020-05-20T20:00:53Z,Leicester,Joss Whedon,
2020-05-20T20:00:54Z,Preston,Joss Whedon,
2020-05-20T20:00:54Z,Tijuana,Whedon,
2020-05-20T20:00:54Z,Goiânia,Joss Whedon,
2020-05-20T20:00:54Z,Blackpool,Joss Whedon,
2020-05-20T20:00:54Z,Liverpool,Joss Whedon,
2020-05-20T20:00:54Z,Monterrey,Whedon,
2020-05-20T20:00:54Z,Sheffield,Joss Whedon,
2020-05-20T20:00:54Z,Aguascalientes,Whedon,
2020-05-20T20:00:54Z,Nezahualcóyotl,Whedon,
2020-05-20T20:00:54Z,San Luis Potosí,Whedon,
2020-05-20T20:00:55Z,London,Joss Whedon,
2020-05-20T20:00:55Z,Argentina,Whedon,
2020-05-20T20:00:55Z,Birmingham,Joss Whedon,
2020-05-20T20:00:55Z,Guadalajara,Whedon,
2020-05-20T20:01:02Z,Rosario,Whedon,
2020-05-20T20:01:07Z,Puebla,Whedon,
2020-05-20T20:01:07Z,Toluca,Whedon,
2020-05-20T20:01:07Z,Saltillo,Whedon,
2020-05-20T20:01:09Z,Zapopan,Whedon,
2020-05-20T20:01:17Z,Buenos Aires,Whedon,
2020-05-20T20:01:29Z,Mexico,Whedon,
2020-05-20T20:01:42Z,Mérida,Whedon,
2020-05-20T20:01:42Z,Córdoba,Whedon,
2020-05-20T20:01:43Z,Hull,Joss Whedon,
2020-05-20T20:01:43Z,Brighton,Joss Whedon,
2020-05-20T20:01:43Z,Newcastle,Joss Whedon,
2020-05-20T20:01:44Z,León,Whedon,
2020-05-20T20:01:44Z,Cardiff,Joss Whedon,
2020-05-20T20:01:44Z,Swansea,Joss Whedon,
2020-05-20T20:01:44Z,Plymouth,Joss Whedon,
2020-05-20T20:01:44Z,Edinburgh,Joss Whedon,
2020-05-20T20:01:44Z,Querétaro,Whedon,
2020-05-20T20:01:45Z,Morelia,Whedon,
2020-05-20T20:01:45Z,Hermosillo,Whedon,
2020-05-20T20:01:45Z,São Luís,Joss Whedon,
2020-05-20T20:01:45Z,United Kingdom,Joss Whedon,
2020-05-20T20:01:46Z,Mendoza,Whedon,
2020-05-20T20:01:57Z,Culiacán,Whedon,
2020-05-20T20:01:57Z,Ecatepec de Morelos,Whedon,
2020-05-20T20:01:58Z,Brasília,Joss Whedon,
2020-05-20T20:02:03Z,Manchester,Joss Whedon,
2020-05-20T20:02:03Z,Portsmouth,Joss Whedon,
2020-05-20T20:02:03Z,Naucalpan de Juárez,Whedon,
2020-05-20T20:02:04Z,Belfast,Joss Whedon,
2020-05-20T20:02:04Z,Chihuahua,Whedon,
2020-05-20T20:02:04Z,Nottingham,Joss Whedon,
2020-05-20T20:02:04Z,Middlesbrough,Joss Whedon,
2020-05-20T20:02:22Z,Leeds,Joss Whedon,
2020-05-20T20:02:22Z,Bournemouth,Joss Whedon,
