_dt,location,trend,tweet_volume
2020-05-20T20:02:22Z,Stoke-on-Trent,Joss Whedon,
2020-05-20T20:02:23Z,Derby,Joss Whedon,
2020-05-20T20:02:23Z,Bristol,Joss Whedon,
2020-05-20T20:02:23Z,Glasgow,Joss Whedon,
2020-05-20T20:02:23Z,Acapulco,Whedon,
2020-05-20T20:02:23Z,Mexicali,Whedon,
2020-05-20T20:02:23Z,Vancouver,Joss Whedon,
2020-05-20T20:02:23Z,Mexico City,Whedon,
2020-05-20T20:02:23Z,Ciudad Juarez,Whedon,
2020-05-20T20:02:24Z,Salvador,Joss Whedon,
2020-05-20T20:02:25Z,Puerto Rico,Joss Whedon,
2020-05-20T21:00:29Z,Campinas,Joss Whedon,
2020-05-20T21:00:30Z,Recife,Joss Whedon,
2020-05-20T21:00:30Z,Guarulhos,Joss Whedon,
2020-05-20T21:00:30Z,Porto Alegre,Joss Whedon,
2020-05-20T21:00:54Z,Brasília,Joss Whedon,
2020-05-20T21:00:54Z,Belo Horizonte,Joss Whedon,
2020-05-20T21:00:55Z,Belém,Joss Whedon,
2020-05-20T21:00:55Z,Fortaleza,Joss Whedon,
2020-05-20T21:00:55Z,São Paulo,Joss Whedon,
2020-05-20T21:01:04Z,Salvador,Joss Whedon,
2020-05-20T21:01:05Z,São Luís,Joss Whedon,
2020-05-20T21:01:05Z,Rio de Janeiro,Joss Whedon,
2020-05-20T21:01:13Z,Brazil,Joss Whedon,
2020-05-20T21:01:24Z,Manaus,Joss Whedon,
2020-05-20T21:01:24Z,Curitiba,Joss Whedon,
2020-05-20T21:01:24Z,Goiânia,Joss Whedon,
2020-05-20T21:01:40Z,Puerto Rico,Joss Whedon,
2020-05-20T22:00:13Z,Madrid,Joss Whedon,
2020-05-20T22:00:15Z,Edmonton,Joss Whedon,
2020-05-20T22:00:15Z,Montreal,Joss Whedon,
2020-05-20T22:00:15Z,Worldwide,Joss Whedon,
2020-05-20T22:00:16Z,Palma,Joss Whedon,
2020-05-20T22:00:18Z,Zaragoza,Joss Whedon,
2020-05-20T22:00:22Z,Toronto,Joss Whedon,
2020-05-20T22:00:22Z,Winnipeg,Joss Whedon,
2020-05-20T22:00:23Z,Ottawa,Joss Whedon,
2020-05-20T22:00:23Z,Vancouver,Joss Whedon,
2020-05-20T22:00:29Z,Canada,Joss Whedon,
2020-05-20T22:00:33Z,Bilbao,Joss Whedon,
2020-05-20T22:00:35Z,Valencia,Joss Whedon,
2020-05-20T22:00:36Z,Seville,Joss Whedon,
2020-05-20T22:00:36Z,Barcelona,Joss Whedon,
2020-05-20T22:00:53Z,Murcia,Joss Whedon,
2020-05-20T22:00:53Z,Las Palmas,Joss Whedon,
2020-05-20T22:00:57Z,Calgary,Joss Whedon,
2020-05-20T22:00:58Z,Malaga,Joss Whedon,
2020-05-20T22:01:03Z,Quebec,Joss Whedon,
2020-05-20T22:01:08Z,Spain,Joss Whedon,
2020-05-20T22:01:30Z,Puerto Rico,Joss Whedon,
2020-05-20T23:00:26Z,Edmonton,Joss Whedon,
2020-05-20T23:00:26Z,Montreal,Joss Whedon,
2020-05-20T23:00:27Z,Manchester,joss whedon,
2020-05-20T23:00:27Z,Ecatepec de Morelos,Joss Whedon,
2020-05-20T23:00:29Z,Atlanta,Whedon,
2020-05-20T23:00:29Z,Chicago,Whedon,
2020-05-20T23:00:29Z,Nottingham,joss whedon,
2020-05-20T23:00:30Z,Mexicali,Joss Whedon,
2020-05-20T23:00:30Z,Hermosillo,Joss Whedon,
2020-05-20T23:00:30Z,Jacksonville,Whedon,
2020-05-20T23:00:30Z,Colorado Springs,Whedon,
2020-05-20T23:00:31Z,Las Vegas,Whedon,
2020-05-20T23:00:31Z,Milwaukee,Whedon,
2020-05-20T23:00:31Z,Washington,Whedon,
2020-05-20T23:00:32Z,Canada,Joss Whedon,
2020-05-20T23:00:32Z,Denver,Whedon,
2020-05-20T23:00:32Z,Baton Rouge,Whedon,
2020-05-20T23:00:33Z,Los Angeles,Whedon,
2020-05-20T23:00:33Z,Tallahassee,Whedon,
2020-05-20T23:00:41Z,Boston,Whedon,
2020-05-20T23:00:41Z,Albuquerque,Whedon,
2020-05-20T23:00:42Z,Oklahoma City,Whedon,
2020-05-20T23:00:43Z,Calgary,Joss Whedon,
2020-05-20T23:00:43Z,Toronto,Joss Whedon,
2020-05-20T23:00:44Z,Culiacán,Joss Whedon,
2020-05-20T23:00:47Z,Preston,joss whedon,
2020-05-20T23:00:48Z,Cardiff,joss whedon,
2020-05-20T23:00:48Z,Mérida,Joss Whedon,
2020-05-20T23:00:48Z,Plymouth,joss whedon,
2020-05-20T23:00:48Z,Blackpool,joss whedon,
2020-05-20T23:00:48Z,Charlotte,Whedon,
2020-05-20T23:00:48Z,Cincinnati,Whedon,
2020-05-20T23:00:49Z,Hull,joss whedon,
2020-05-20T23:00:49Z,Glasgow,joss whedon,
2020-05-20T23:00:49Z,Coventry,joss whedon,
2020-05-20T23:00:49Z,Liverpool,joss whedon,
2020-05-20T23:00:49Z,Mexico City,Joss Whedon,
2020-05-20T23:00:49Z,San Francisco,Whedon,
2020-05-20T23:00:49Z,Aguascalientes,Joss Whedon,
2020-05-20T23:00:49Z,United Kingdom,joss whedon,
2020-05-20T23:00:50Z,Detroit,Whedon,
2020-05-20T23:00:50Z,El Paso,Whedon,
2020-05-20T23:01:02Z,Ottawa,Joss Whedon,
2020-05-20T23:01:02Z,Brighton,joss whedon,
2020-05-20T23:01:03Z,Derby,joss whedon,
2020-05-20T23:01:03Z,Winnipeg,Joss Whedon,
2020-05-20T23:01:03Z,Newcastle,joss whedon,
2020-05-20T23:01:03Z,Portsmouth,joss whedon,
2020-05-20T23:01:03Z,Nezahualcóyotl,Joss Whedon,
2020-05-20T23:01:04Z,Austin,Whedon,
2020-05-20T23:01:04Z,Seattle,Whedon,
2020-05-20T23:01:04Z,Swansea,joss whedon,
2020-05-20T23:01:04Z,Columbus,Whedon,
2020-05-20T23:01:04Z,Edinburgh,joss whedon,
2020-05-20T23:01:05Z,Tampa,Whedon,
2020-05-20T23:01:05Z,Richmond,Whedon,
2020-05-20T23:01:05Z,Minneapolis,Whedon,
2020-05-20T23:01:06Z,Miami,Whedon,
2020-05-20T23:01:06Z,Orlando,Whedon,
2020-05-20T23:01:07Z,Omaha,Whedon,
2020-05-20T23:01:07Z,Fresno,Whedon,
2020-05-20T23:01:07Z,Memphis,Whedon,
2020-05-20T23:01:08Z,Portland,Whedon,
2020-05-20T23:01:13Z,Bristol,joss whedon,
2020-05-20T23:01:13Z,Sheffield,joss whedon,
2020-05-20T23:01:13Z,Stoke-on-Trent,joss whedon,
2020-05-20T23:01:14Z,Leeds,joss whedon,
2020-05-20T23:01:14Z,London,joss whedon,
2020-05-20T23:01:14Z,Belfast,joss whedon,
2020-05-20T23:01:14Z,Leicester,joss whedon,
2020-05-20T23:01:14Z,Middlesbrough,joss whedon,
2020-05-20T23:01:16Z,Jackson,Whedon,
2020-05-20T23:01:17Z,Houston,Whedon,
2020-05-20T23:01:40Z,Louisville,Whedon,
2020-05-20T23:01:41Z,Raleigh,Whedon,
2020-05-20T23:01:41Z,San Diego,Whedon,
2020-05-20T23:01:41Z,San Antonio,Whedon,
2020-05-20T23:01:42Z,New Haven,Whedon,
2020-05-20T23:01:42Z,Pittsburgh,Whedon,
2020-05-20T23:01:45Z,Providence,Whedon,
2020-05-20T23:01:45Z,Dallas-Ft. Worth,Whedon,
2020-05-20T23:01:46Z,Puerto Rico,Joss Whedon,
2020-05-20T23:03:02Z,Quebec,Joss Whedon,
2020-05-20T23:03:03Z,León,Joss Whedon,
2020-05-20T23:03:03Z,Puebla,Joss Whedon,
2020-05-20T23:03:03Z,Monterrey,Joss Whedon,
2020-05-20T23:03:03Z,Vancouver,Joss Whedon,
2020-05-20T23:03:03Z,Birmingham,joss whedon,
2020-05-20T23:03:03Z,Bournemouth,joss whedon,
2020-05-20T23:03:03Z,Guadalajara,Joss Whedon,
2020-05-20T23:03:04Z,San Luis Potosí,Joss Whedon,
2020-05-21T00:00:48Z,Milwaukee,Joss Whedon,
2020-05-21T00:00:50Z,Kansas City,Joss Whedon,
2020-05-21T00:00:52Z,Puerto Rico,Joss Whedon,
2020-05-21T00:01:02Z,San Diego,Joss Whedon,
2020-05-21T00:01:05Z,Houston,Joss Whedon,
2020-05-21T00:02:25Z,Los Angeles,Joss Whedon,
2020-05-21T03:00:17Z,Montreal,Whedon,11448
2020-05-21T03:00:20Z,Ottawa,whedon,11489
2020-05-21T03:00:20Z,Edmonton,Whedon,11448
2020-05-21T03:00:21Z,Canada,whedon,11489
2020-05-21T03:00:34Z,Quebec,Whedon,11448
2020-05-21T03:00:48Z,Winnipeg,Whedon,11448
2020-05-21T03:01:39Z,Calgary,whedon,11489
2020-05-21T03:01:39Z,Toronto,whedon,11489
2020-07-01T17:00:57Z,Nagpur,JOSS WHEDON,
2020-07-01T17:03:06Z,Bhopal,JOSS WHEDON,
2020-07-01T18:00:10Z,Brasília,Joss Whedon,
2020-07-01T18:00:12Z,Salvador,Joss Whedon,
2020-07-01T18:00:13Z,Manaus,Joss Whedon,
2020-07-01T18:00:14Z,Chicago,Whedon,
2020-07-01T18:00:14Z,Columbus,Whedon,
2020-07-01T18:00:14Z,Vancouver,Joss Whedon,
2020-07-01T18:00:14Z,Baton Rouge,Whedon,
2020-07-01T18:00:15Z,Mesa,Whedon,
2020-07-01T18:00:15Z,Denver,Whedon,
2020-07-01T18:00:15Z,Memphis,Whedon,
2020-07-01T18:00:15Z,Long Beach,Whedon,
2020-07-01T18:00:15Z,Indianapolis,Whedon,
2020-07-01T18:00:16Z,Houston,Whedon,
2020-07-01T18:00:16Z,Charlotte,Whedon,
2020-07-01T18:00:17Z,Providence,Whedon,
2020-07-01T18:00:17Z,Philadelphia,Whedon,
2020-07-01T18:00:17Z,San Francisco,Whedon,
2020-07-01T18:00:19Z,Omaha,Whedon,
2020-07-01T18:00:19Z,Orlando,Whedon,
2020-07-01T18:00:19Z,Raleigh,Whedon,
2020-07-01T18:00:19Z,Milwaukee,Whedon,
2020-07-01T18:00:20Z,Tampa,Whedon,
2020-07-01T18:00:20Z,Ottawa,Joss Whedon,
2020-07-01T18:00:20Z,Phoenix,Whedon,
2020-07-01T18:00:20Z,Portland,Whedon,
2020-07-01T18:00:20Z,Winnipeg,Joss Whedon,
2020-07-01T18:00:20Z,St. Louis,Whedon,
2020-07-01T18:00:20Z,Pittsburgh,Whedon,
2020-07-01T18:00:21Z,Belém,Joss Whedon,
2020-07-01T18:00:21Z,Tucson,Whedon,
2020-07-01T18:00:21Z,Calgary,Joss Whedon,
2020-07-01T18:00:21Z,Salt Lake City,Whedon,
2020-07-01T18:00:21Z,Virginia Beach,Whedon,
2020-07-01T18:00:22Z,Goiânia,Joss Whedon,
2020-07-01T18:00:22Z,São Luís,Joss Whedon,
2020-07-01T18:00:22Z,Porto Alegre,Joss Whedon,
2020-07-01T18:00:24Z,El Paso,Whedon,
2020-07-01T18:00:24Z,Jackson,Whedon,
2020-07-01T18:00:29Z,São Paulo,Joss Whedon,
2020-07-01T18:00:30Z,Boston,Whedon,
2020-07-01T18:00:30Z,Quebec,Joss Whedon,
2020-07-01T18:00:30Z,Edmonton,Whedon,
2020-07-01T18:00:30Z,Birmingham,Whedon,
2020-07-01T18:00:30Z,Colorado Springs,Whedon,
2020-07-01T18:00:31Z,Dallas-Ft. Worth,Whedon,
2020-07-01T18:00:32Z,Austin,Whedon,
2020-07-01T18:00:32Z,Fresno,Whedon,
2020-07-01T18:00:32Z,Baltimore,Whedon,
2020-07-01T18:00:32Z,Fortaleza,Joss Whedon,
2020-07-01T18:00:35Z,Norfolk,Whedon,
2020-07-01T18:00:35Z,San Diego,Whedon,
2020-07-01T18:00:35Z,Oklahoma City,Whedon,
2020-07-01T18:00:36Z,Brazil,Joss Whedon,
2020-07-01T18:00:36Z,Atlanta,Whedon,
2020-07-01T18:00:36Z,Honolulu,Whedon,
2020-07-01T18:00:36Z,New York,Whedon,
2020-07-01T18:00:36Z,Greensboro,Whedon,
2020-07-01T18:00:36Z,Albuquerque,Whedon,
2020-07-01T18:00:37Z,Richmond,Whedon,
2020-07-01T18:00:37Z,Sacramento,Whedon,
2020-07-01T18:00:37Z,San Antonio,Whedon,
2020-07-01T18:00:41Z,Las Vegas,Whedon,
2020-07-01T18:00:41Z,Kansas City,Whedon,
2020-07-01T18:00:41Z,Los Angeles,Whedon,
2020-07-01T18:00:41Z,Jacksonville,Whedon,
2020-07-01T18:00:50Z,Curitiba,Joss Whedon,
2020-07-01T18:00:50Z,Rio de Janeiro,Joss Whedon,
2020-07-01T18:00:51Z,Campinas,Joss Whedon,
2020-07-01T18:00:51Z,San Jose,Whedon,
2020-07-01T18:00:51Z,Harrisburg,Whedon,
2020-07-01T18:00:51Z,Louisville,Whedon,
2020-07-01T18:00:52Z,Seattle,Whedon,
2020-07-01T18:00:52Z,Washington,Whedon,
2020-07-01T18:00:52Z,Tallahassee,Whedon,
2020-07-01T18:00:55Z,New Haven,Whedon,
2020-07-01T18:00:57Z,Guarulhos,Joss Whedon,
2020-07-01T18:01:00Z,Detroit,Whedon,
2020-07-01T18:01:10Z,Miami,Whedon,
2020-07-01T18:01:11Z,United States,Whedon,
2020-07-01T18:01:14Z,Toronto,Joss Whedon,
2020-07-01T18:01:15Z,Recife,Joss Whedon,
2020-07-01T18:01:15Z,Belo Horizonte,Joss Whedon,
2020-07-01T18:01:17Z,Cleveland,Whedon,
2020-07-01T18:01:17Z,Cincinnati,Whedon,
2020-07-01T18:01:19Z,Nashville,Whedon,
2020-07-01T18:01:19Z,Minneapolis,Whedon,
2020-07-01T18:01:19Z,New Orleans,Whedon,
2020-07-01T18:01:30Z,Canada,Joss Whedon,
2020-07-01T18:01:44Z,Montreal,Joss Whedon,
2020-07-01T19:00:44Z,Valencia,Whedon,11607
2020-07-01T19:00:45Z,Winnipeg,Joss Whedon,
2020-07-01T19:00:46Z,Colorado Springs,Joss Whedon,
2020-07-01T19:00:46Z,Dallas-Ft. Worth,Joss Whedon,
2020-07-01T19:00:47Z,Columbus,Joss Whedon,
2020-07-01T19:00:47Z,Cleveland,Joss Whedon,
2020-07-01T19:00:47Z,Harrisburg,Joss Whedon,
2020-07-01T19:00:48Z,Mesa,Joss Whedon,
2020-07-01T19:00:48Z,Omaha,Joss Whedon,
2020-07-01T19:00:48Z,Fresno,Joss Whedon,
2020-07-01T19:00:48Z,Seattle,Joss Whedon,
2020-07-01T19:00:48Z,San Jose,Joss Whedon,
2020-07-01T19:00:48Z,St. Louis,Joss Whedon,
2020-07-01T19:00:48Z,Pittsburgh,Joss Whedon,
2020-07-01T19:00:48Z,New Orleans,Joss Whedon,
2020-07-01T19:00:48Z,Jacksonville,Joss Whedon,
2020-07-01T19:00:49Z,Orlando,Joss Whedon,
2020-07-01T19:00:49Z,Honolulu,Joss Whedon,
2020-07-01T19:00:49Z,Greensboro,Joss Whedon,
2020-07-01T19:00:49Z,Washington,Joss Whedon,
2020-07-01T19:00:50Z,Manaus,Joss Whedon,
2020-07-01T19:00:51Z,Brazil,Joss Whedon,
2020-07-01T19:00:51Z,Las Vegas,Joss Whedon,
2020-07-01T19:00:51Z,Kansas City,Joss Whedon,
2020-07-01T19:01:01Z,Minsk,Joss Whedon,
2020-07-01T19:01:01Z,Zaragoza,Whedon,11607
2020-07-01T19:01:03Z,United States,Joss Whedon,
2020-07-01T19:01:04Z,Vancouver,Joss Whedon,
2020-07-01T19:01:05Z,Toronto,Joss Whedon,
2020-07-01T19:01:05Z,Goiânia,Joss Whedon,
2020-07-01T19:01:05Z,Worldwide,Joss Whedon,
2020-07-01T19:01:05Z,Porto Alegre,Joss Whedon,
2020-07-01T19:01:06Z,Tampa,Joss Whedon,
2020-07-01T19:01:06Z,San Diego,Joss Whedon,
2020-07-01T19:01:06Z,San Antonio,Joss Whedon,
2020-07-01T19:01:06Z,Salt Lake City,Joss Whedon,
2020-07-01T19:01:08Z,Puerto Rico,Joss Whedon,
2020-07-01T19:01:10Z,Baltimore,Joss Whedon,
2020-07-01T19:01:15Z,Ottawa,Joss Whedon,
2020-07-01T19:01:15Z,Calgary,Joss Whedon,
2020-07-01T19:01:17Z,Miami,Joss Whedon,
2020-07-01T19:01:17Z,Boston,Joss Whedon,
2020-07-01T19:01:17Z,Grodno,Joss Whedon,
2020-07-01T19:01:17Z,Long Beach,Joss Whedon,
2020-07-01T19:01:18Z,Portland,Joss Whedon,
2020-07-01T19:01:24Z,Quebec,Joss Whedon,
2020-07-01T19:01:25Z,Brasília,Joss Whedon,
2020-07-01T19:01:26Z,Recife,Joss Whedon,
2020-07-01T19:01:26Z,Campinas,Joss Whedon,
2020-07-01T19:01:26Z,Curitiba,Joss Whedon,
2020-07-01T19:01:26Z,Belo Horizonte,Joss Whedon,
2020-07-01T19:01:27Z,Edmonton,Joss Whedon,
2020-07-01T19:01:28Z,Belém,Joss Whedon,
2020-07-01T19:01:29Z,Rio de Janeiro,Joss Whedon,
2020-07-01T19:01:31Z,Belarus,Joss Whedon,
2020-07-01T19:01:31Z,Raleigh,Joss Whedon,
2020-07-01T19:01:31Z,New Haven,Joss Whedon,
2020-07-01T19:01:40Z,Houston,Joss Whedon,
2020-07-01T19:01:40Z,Albuquerque,Joss Whedon,
2020-07-01T19:01:41Z,Austin,Joss Whedon,
2020-07-01T19:01:41Z,Denver,Joss Whedon,
2020-07-01T19:01:41Z,Detroit,Joss Whedon,
2020-07-01T19:01:41Z,Charlotte,Joss Whedon,
2020-07-01T19:01:41Z,Birmingham,Joss Whedon,
2020-07-01T19:01:41Z,Louisville,Joss Whedon,
2020-07-01T19:01:41Z,Baton Rouge,Joss Whedon,
2020-07-01T19:01:41Z,Los Angeles,Joss Whedon,
2020-07-01T19:01:41Z,Tallahassee,Joss Whedon,
2020-07-01T19:01:41Z,Philadelphia,Joss Whedon,
2020-07-01T19:01:45Z,Barcelona,Whedon,11607
2020-07-01T19:01:46Z,Madrid,Whedon,11607
2020-07-01T19:01:46Z,Murcia,Whedon,12018
2020-07-01T19:01:54Z,Montreal,Joss Whedon,
2020-07-01T19:01:55Z,Guarulhos,Joss Whedon,
2020-07-01T19:01:56Z,Palma,Whedon,11607
2020-07-01T19:01:56Z,Malaga,Whedon,11607
2020-07-01T19:01:56Z,Seville,Whedon,12018
2020-07-01T19:01:57Z,Brest,Joss Whedon,
2020-07-01T19:01:57Z,Gomel,Joss Whedon,
2020-07-01T19:01:57Z,Bilbao,Whedon,11607
2020-07-01T19:01:57Z,Atlanta,Joss Whedon,
2020-07-01T19:01:57Z,Chicago,Joss Whedon,
2020-07-01T19:01:57Z,Jackson,Joss Whedon,
2020-07-01T19:01:57Z,Memphis,Joss Whedon,
2020-07-01T19:01:57Z,Norfolk,Joss Whedon,
2020-07-01T19:01:57Z,New York,Joss Whedon,
2020-07-01T19:01:57Z,Milwaukee,Joss Whedon,
2020-07-01T19:01:57Z,Nashville,Joss Whedon,
2020-07-01T19:01:57Z,Las Palmas,Whedon,11607
2020-07-01T19:01:57Z,Minneapolis,Joss Whedon,
2020-07-01T19:01:58Z,Canada,Joss Whedon,
2020-07-01T19:01:58Z,Richmond,Joss Whedon,
2020-07-01T19:01:58Z,Sacramento,Joss Whedon,
2020-07-01T19:01:58Z,Oklahoma City,Joss Whedon,
2020-07-01T19:01:58Z,San Francisco,Joss Whedon,
2020-07-01T19:01:58Z,Virginia Beach,Joss Whedon,
2020-07-01T19:01:59Z,Spain,Whedon,11607
2020-07-01T19:01:59Z,Providence,Joss Whedon,
2020-07-01T19:02:15Z,Salvador,Joss Whedon,
2020-07-01T19:02:15Z,Fortaleza,Joss Whedon,
2020-07-01T19:02:15Z,São Paulo,Joss Whedon,
2020-07-01T19:02:16Z,São Luís,Joss Whedon,
2020-07-01T19:02:25Z,Phoenix,Joss Whedon,
2020-07-01T19:02:35Z,Tucson,Joss Whedon,
2020-07-01T19:02:35Z,El Paso,Joss Whedon,
2020-07-01T19:02:35Z,Cincinnati,Joss Whedon,
2020-07-01T19:02:35Z,Indianapolis,Joss Whedon,
2020-07-01T20:02:08Z,Quebec,Joss Whedon,13254
2020-07-01T20:02:08Z,Winnipeg,Joss Whedon,13254
2020-07-01T20:02:09Z,Vancouver,Joss Whedon,13254
2020-07-01T20:02:11Z,Recife,Joss Whedon,13254
2020-07-01T20:02:14Z,Boston,Joss Whedon,12907
2020-07-01T20:02:14Z,Brazil,Joss Whedon,13254
2020-07-01T20:02:14Z,Canada,Joss Whedon,12907
2020-07-01T20:02:14Z,El Paso,Joss Whedon,12907
2020-07-01T20:02:14Z,Columbus,Joss Whedon,12907
2020-07-01T20:02:14Z,Baltimore,Joss Whedon,13254
2020-07-01T20:02:15Z,Greensboro,Joss Whedon,13254
2020-07-01T20:02:15Z,Pittsburgh,Joss Whedon,13254
2020-07-01T20:02:15Z,Providence,Joss Whedon,13254
2020-07-01T20:02:15Z,San Antonio,Joss Whedon,13254
2020-07-01T20:02:15Z,Virginia Beach,Joss Whedon,13254
2020-07-01T20:02:22Z,Grodno,Joss Whedon,13254
2020-07-01T20:02:26Z,Miami,Joss Whedon,13254
2020-07-01T20:02:26Z,Norfolk,Joss Whedon,13254
2020-07-01T20:02:26Z,Puerto Rico,Joss Whedon,12907
2020-07-01T20:02:26Z,United States,Joss Whedon,13254
2020-07-01T20:02:27Z,Omaha,Joss Whedon,12907
2020-07-01T20:02:27Z,Washington,Joss Whedon,12907
2020-07-01T20:02:29Z,Tallahassee,Joss Whedon,13254
2020-07-01T20:02:29Z,Dallas-Ft. Worth,Joss Whedon,12907
2020-07-01T20:02:44Z,Denver,Joss Whedon,12907
2020-07-01T20:02:44Z,Fresno,Joss Whedon,12907
2020-07-01T20:02:44Z,Ottawa,Joss Whedon,13254
2020-07-01T20:02:44Z,Montreal,Joss Whedon,12907
2020-07-01T20:02:44Z,Las Vegas,Joss Whedon,13254
2020-07-01T20:02:45Z,Tucson,Joss Whedon,13254
2020-07-01T20:02:45Z,Toronto,Joss Whedon,13254
2020-07-01T20:02:45Z,Curitiba,Joss Whedon,12907
2020-07-01T20:02:45Z,Edmonton,Joss Whedon,12907
2020-07-01T20:02:45Z,Richmond,Joss Whedon,12907
2020-07-01T20:02:45Z,Worldwide,Joss Whedon,13254
2020-07-01T20:02:45Z,Long Beach,Joss Whedon,13254
2020-07-01T20:02:45Z,Minneapolis,Joss Whedon,13254
2020-07-01T20:02:45Z,Porto Alegre,Joss Whedon,13254
2020-07-01T20:02:46Z,Manaus,Joss Whedon,12907
2020-07-01T20:02:46Z,Calgary,Joss Whedon,13254
2020-07-01T20:02:46Z,Fortaleza,Joss Whedon,12907
2020-07-01T20:02:46Z,Oklahoma City,Joss Whedon,13254
2020-07-01T20:02:46Z,Belo Horizonte,Joss Whedon,13254
2020-07-01T20:02:47Z,Belém,Joss Whedon,12907
2020-07-01T20:02:47Z,Campinas,Joss Whedon,13254
2020-07-01T20:02:49Z,Jackson,Joss Whedon,13254
2020-07-01T20:02:49Z,Harrisburg,Joss Whedon,13254
2020-07-01T20:02:49Z,New Orleans,Joss Whedon,12907
2020-07-01T20:02:49Z,Jacksonville,Joss Whedon,12907
2020-07-01T20:02:50Z,St. Louis,Joss Whedon,13254
2020-07-01T20:02:51Z,Tampa,Joss Whedon,13254
2020-07-01T20:02:51Z,Belarus,Joss Whedon,12907
2020-07-01T20:02:51Z,Seattle,Joss Whedon,13254
2020-07-01T20:02:51Z,Albuquerque,Joss Whedon,13254
2020-07-01T20:02:54Z,Baton Rouge,Joss Whedon,13254
2020-07-01T20:02:59Z,Goiânia,Joss Whedon,13254
2020-07-01T20:02:59Z,Rio de Janeiro,Joss Whedon,13254
2020-07-01T20:03:04Z,Austin,Joss Whedon,13254
2020-07-01T20:03:04Z,Cleveland,Joss Whedon,12907
2020-07-01T20:03:04Z,Birmingham,Joss Whedon,12907
2020-07-01T20:03:04Z,Kansas City,Joss Whedon,13254
2020-07-01T20:03:05Z,New Haven,Joss Whedon,13254
2020-07-01T20:03:05Z,Louisville,Joss Whedon,13254
2020-07-01T20:03:05Z,Philadelphia,Joss Whedon,13254
2020-07-01T20:03:09Z,Brasília,Joss Whedon,13254
2020-07-01T20:03:10Z,Brest,Joss Whedon,13254
2020-07-01T20:03:10Z,Orlando,Joss Whedon,12907
2020-07-01T20:03:10Z,São Luís,Joss Whedon,13254
2020-07-01T20:03:16Z,Atlanta,Joss Whedon,13254
2020-07-01T20:03:16Z,Cincinnati,Joss Whedon,12907
2020-07-01T20:03:17Z,Mesa,Joss Whedon,12907
2020-07-01T20:03:17Z,Chicago,Joss Whedon,12907
2020-07-01T20:03:17Z,Detroit,Joss Whedon,13254
2020-07-01T20:03:17Z,Houston,Joss Whedon,13254
2020-07-01T20:03:17Z,Memphis,Joss Whedon,13254
2020-07-01T20:03:17Z,Honolulu,Joss Whedon,13254
2020-07-01T20:03:17Z,Milwaukee,Joss Whedon,12907
2020-07-01T20:03:17Z,Indianapolis,Joss Whedon,13254
2020-07-01T20:03:17Z,Colorado Springs,Joss Whedon,13254
2020-07-01T20:03:18Z,New York,Joss Whedon,13254
2020-07-01T20:03:18Z,Nashville,Joss Whedon,13254
2020-07-01T20:03:20Z,Salvador,Joss Whedon,12907
2020-07-01T20:03:20Z,Guarulhos,Joss Whedon,13254
2020-07-01T20:03:20Z,São Paulo,Joss Whedon,13254
2020-07-01T20:03:21Z,Gomel,Joss Whedon,12907
2020-07-01T20:03:22Z,Minsk,Joss Whedon,12907
2020-07-01T20:03:22Z,Phoenix,Joss Whedon,13254
2020-07-01T20:03:22Z,Raleigh,Joss Whedon,13254
2020-07-01T20:03:22Z,Portland,Joss Whedon,13254
2020-07-01T20:03:22Z,Charlotte,Joss Whedon,12907
2020-07-01T20:03:22Z,Sacramento,Joss Whedon,13254
2020-07-01T20:03:22Z,Los Angeles,Joss Whedon,13254
2020-07-01T20:03:22Z,San Francisco,Joss Whedon,13254
2020-07-01T20:03:27Z,San Jose,Joss Whedon,13254
2020-07-01T20:03:27Z,San Diego,Joss Whedon,12907
2020-07-01T20:03:27Z,Salt Lake City,Joss Whedon,13254
2020-07-01T21:00:09Z,Recife,Joss Whedon,16607
2020-07-01T21:00:09Z,Calgary,Joss Whedon,16607
2020-07-01T21:00:09Z,Edmonton,Joss Whedon,16607
2020-07-01T21:00:09Z,Vancouver,Joss Whedon,16607
2020-07-01T21:00:10Z,Fortaleza,Joss Whedon,16607
2020-07-01T21:00:10Z,São Luís,Joss Whedon,16607
2020-07-01T21:00:12Z,Ottawa,Joss Whedon,16607
2020-07-01T21:00:13Z,Curitiba,Joss Whedon,16607
2020-07-01T21:00:14Z,Brasília,Joss Whedon,16607
2020-07-01T21:00:14Z,Belo Horizonte,Joss Whedon,16607
2020-07-01T21:00:15Z,São Paulo,Joss Whedon,16607
2020-07-01T21:00:15Z,United States,Joss Whedon,16607
2020-07-01T21:00:19Z,Quebec,Joss Whedon,16607
2020-07-01T21:00:19Z,Winnipeg,Joss Whedon,16607
2020-07-01T21:00:21Z,Porto Alegre,Joss Whedon,16812
2020-07-01T21:00:22Z,Manaus,Joss Whedon,16607
2020-07-01T21:00:22Z,Goiânia,Joss Whedon,16607
2020-07-01T21:00:23Z,Belém,Joss Whedon,16607
2020-07-01T21:00:23Z,Guarulhos,Joss Whedon,16607
2020-07-01T21:00:25Z,Columbus,Joss Whedon,16607
2020-07-01T21:00:25Z,Charlotte,Joss Whedon,16607
2020-07-01T21:00:25Z,Baton Rouge,Joss Whedon,16607
2020-07-01T21:00:26Z,Denver,Joss Whedon,16607
2020-07-01T21:00:26Z,Orlando,Joss Whedon,16607
2020-07-01T21:00:26Z,Richmond,Joss Whedon,16607
